UNK 101011
concentrated 100110111011110110100011001000010110000100110000011010101101110000001011010111010
consciousness 1001011100100100101011010000110010111011000111100010110101011101110110
consequence 100101001001010111000001111000101011100001001111000
controls 10011011101111011010001100100001011000010011000001101010110111000000101101011100
cried 010111001000
crucial 100101111001011110100100100011100011100111111
cuts 10110010001000100000101110000000101000101101010111010011
dartmouth 100100001110111111011101011
dates 101111111000000111000011111111011110111000010100
dealers 100100110101100110101011001100101010100110111
deliberately 10010110101011100101110001011111010110
dimensions 100100011001111000001000010110111010001101111101001101
directions 1001101110111101101000110010000101100001001100000110101011011100000010110101111
doctors 101100100010001000001011100000001010001011010101110100100001010101
dreams 100001110100011000010111100010011
eddie 0101110100101101111001101000101001110111
encountered 10010011001111101011011110001101000111110100001101101
era 1001011111101101111111110011000
et 1001010011111001001101001110111111111111011100111110111010
excessive 010111010010110111100110100010100111010
expert 000101000110111110001100101101
felix 1001101101000010011000000110100100000110011001110
fence 010101000101010101111000101100111110100001111110
flux 10011011011010010001111001001101000101001010010001010101001110
franklin 1011001000100010000010111000000010100010110101011101000
fromm 10010100100110001011101111010010001111111001110
frontier 10010100111001010110100100000001100010010110010000101101010110111111001
gay 1000000010110100110110001110111100100
graduate 100101011011101000110001101111101101111010
grinned 01110001101001011101001110100101101101011101110111111000001101001011
historian 10010011010110011010101100110010101010010
hoping 100000100111010011010101111010100
impressed 100100110111011010000011000110111110111110100011100101000100010101000110110001111
instances 100101001001111110001111000110001010110010110010001000000010101010
islands 100101001001100010111011110100100011111110011110110010101000111000010110100100011101101
johnny 100111001111001101101111101111110110001
lane 010111010001001000101001011100010110111110010100
listened 01011111011101000010010110110110010101010111
locked 0101110101001000010010011101001000011101001
louisiana 100101001111010011010001011111110011011011110101011100001001101101101010
meal 01000011101001011011010111010010100101011000001100010110011111110000010000
medicine 100101001110111101011010110111000000111100101001111
miriam 0001100011110011100010000
mixture 10011100111100110110111110111111011001
network 1011000111100000010010100001110001001100
nowhere 010000001100111010000111011000001110000110011
occurrence 1001011011101110000101001010101
preceding 1011110010011000
propaganda 10010100111000000100110001001111111
purely 100101001001111000011010001111100110100011011
radical 10011011011010010001111001001101000101001010010001000001101110111
ranging 10011010101
reform 100100010111010001001000111000101001100100011100
replace 0100001011100011011101100110101111101101011111111101001111100000010
representing 100101001001001010111000111011011101100011110000010010
reveal 01011101001011011110011010001010011100
root 1011111010000010111000100011001010110111010011101010101100011
sacrifice 100101001001111111011000010110000001001011100010100110101000
secure 1000010101100110001011110110100100001
sharpe 1010010001111101110111001011000110110000110101000
sheets 1001100001111010010110101111010101000101001101111
skilled 10010101101110100011000110111110110111100
slave 101001000111110111011100101100011011000011010101
sovereign 100001010110011000101111011010010001
split 010011011101011110110101001110000101
sponsored 10010100111011110101101011011100000011110010100111010100
stable 1001011100100100101011010000110010111011000111100010110101010
stem 1001101110111101101000110010000101100001001100000110101011011100000010110101110111
strip 01000110110111011101100101001110101001110111
surprising 101100100010001000001011100000001010001011010101110101
suspect 10010011001001111101011100111000101101000011111011000010010
suspended 100101001001101011111110010001101011101001111001010011100
twentieth 100101000111010111110011101111011
unconscious 1001001100100111110101110011100010110100001111101100001000
virtue 100100010101000100110110010001101110
voting 10010100100111111010010101000100010011100011111010
widespread 1001000010010010110110010010110
woodruff 01011010001100011100000000111101100000000
worker 1001010010011111110110000101100000010010111000101001101011
albert 100100110101100110101011001100101010101
allied 10010100111001010110100100000001100010010110010000101101010110111111000010
ann 00011000111100111000101
anxious 10010100100100101011100011101101110110001111000001000
apparatus 100110110110100100011110010011010001010010100100010000011011100
applying 10010100100111110110001110101101101011001
argue 100001110110
argued 10010111011001110000001101101001000100101001110
bare 0101111101110100001001011011011001010101010
barn 01011101010010000100100111010010000111011
belt 011100011010010111010011101001011011010111011101111110000011010010101
brannon 0101110101100110100110010101001010001
bronchial 1001101100010101111001000100001100011100000110000111
brooklyn 1001010110111010001100011011111011011111
carbon 1001101101101001000111100100110100010100101001000100000110111011001
carleton 100110110100001001100000011010010000011001100110
commonly 1001000000111111110000010111001
constitute 100100111000100000011010011001010111
contributions 10010010100100100011010011101101011110101010101000011000110
cow 100110000111101001011010111101010100010100110110
creating 0001000000011000001110
delight 0111001000101110101111011000
divorce 0001100011110011100011
ear 10010100100111100001101000111110011010001100
ecumenical 10010100111111101011001100100011111001010011001100011100
electron 1001011101100111000000110110100100010010100110
encouraged 10010011001111101011011110001101000111110100001100
entertainment 110101110001000001000000110000100110
eternal 10010001010000100011110101001110110100001
ethical 100100000011111111000001011101
examination 10011000011110100101101011110101010001010011011101
exciting 10001111110100111010000011001
extending 100001000110000010100111011010001101010100
fabrics 1001101110111101101000110010000101100001001100000110101011011100000010110100
false 10110110011100000101000101011111111010001111011010
fees 100101001001111111001101111010010010101001101011
furnish 100100001001001011011001001010
glasses 01011101000100100010100101110001011011111000
guilty 10010100100111111100110111101001001010100110100
helpful 10010011000110100010000010001
ignored 10010011011101101000001100011011111011111010001110010100010001010100011011000110
jet 10100111010000101010011000100001100011001101010001010001100010
jurisdiction 1001010010011111110011011110100100101010011011
lesson 1001001010010010001101001110110101111010101010100001100010
lieutenant 0101110100010010001010010111000101101111101
lighted 01011101010010000100100111010010000111010001
magnitude 1001011010101110010111000101111101011110
measuring 10011011010000100110000001101001000001100110011110101
merit 1001001100111110101101111000110100011111010000111
mickey 10111110100000101110001000110010101101110100111010101011001
mighty 0111000011100100110000010110110010110010000
modest 1000111111010011101000001101
morality 10010001011101000100100011100010100110010001111
morse 1011011101110100110000101100011111000
movie 1001110011110011011011111011111101101
perception 10010111001001001010110100001100101110110001111000101101011
perform 101001110100001010100110001000011000110011010100010100011001
petitioner 01101111101010110011101100111001110
players 101111101000001011100010001100101011011101001110101010110001011001010
poured 100111001111001101101111101111110111
precious 000100001101011001011001100
pressed 010101000101010101111000101100111110100001110
prestige 100101001001111100101010100101001110010111100111101
proportion 10010100100110101111111001000110101110100111100101001111
proposals 000100000001100000110
questioned 0110111110101011001110110011100110
recovery 1001010010011110000110100011111001101000111
regulations 100101001001111111001101111010010010101001100
reminded 0111001001011000010
republicans 100101001111101111000001000001111111001111
residence 100001001011001010010011
samples 100110111011110110100011001000010110000100110000011010101101110000001011011
sang 1001001101110110100000110001101111101111101000111001010001000101010001101100010
scenes 011100100101100000
sewage 1011000000101010010111111010001010
shapes 100101001001111000011010001111100110100010
sherman 10111111100000011100001111111101111011100001011
shorts 010111111100100000110010111001010111110011000111011101011
shots 01011101111000110100110
signals 10010100100110000100101010110111110101000101000110001111101
silver 1001011100100100101011010000110010111011000111100010110100
solutions 10010110011001111011100001000010100010110010110111010000011111100101101110
sons 10010001010000100011110101001110110100000101011
stars 01011110101110100010101011011101110011110
subsequent 10010011100010000001101001100101010
suburban 010000111010010110110101110100101001010110000011000101100111111100000101
suggests 10010111010001101101011110
tasks 1001010001110101111100111011110101
tea 100101110010010010101101000011001011101100011110001011010100
testament 10111110001011001111001011110100010000010011110110010
theatre 1011111100010000001110011111111
threatened 10010100100111111000111100011000101011001011001000100000001010100
transferred 1001101101101001000111100100110100010100101001000101010100110
trevelyan 10010100011101011111000
trips 1011111010000010111000100011001010110111010011101010101101
unions 1001000101110100010010001110001010011001000111010
utility 100101001001100001001010101101111101010001010001100011111001
vigorous 1001010010011111100011110001100010101100101100100010000000101011
volunteers 1001010011100000010011000100111110
x 1001101100010101111001000101
absent 0111011111001010111111110101
advantages 10010000111011111101110100
african 1001010011100101011010010000000110001001011001000010110101011011111101
appointment 100101001110101110101100000011111110110100111111
arise 10010000001111111100000101111
bullet 010101111100000111000001011110
calendar 10111111111001000101
clarity 100100110111011010000011000110111110111110100011100101000100010101000110110000
closing 100101001110010101101001000000011000100101100100001011010101101111110001
cloud 0101100011110111000111100001010011111010
colony 10100100011111011101110010110001101100001101011
commander 010111010001001000101001011100010110111111
committed 0111001100101101111101000011110110101011
communications 10010100111101001101000101111111001101101111010101110000100110110110100
compare 1001101101101001000111100100110100010100101001000100000110110
consistent 10000111010001100001011110001000
convention 1011111000101100111100101111010001000001001111011000
cure 100100101001001000110100111011010111101010101010000110000
dawn 0111001111111101010001110000001110001010010110010
demonstrate 100110110001010111100100010000110001110000011000010
designs 1001010010011111011000111010110110101101
dining 0101110101001000010010011101001000011100
diplomatic 10010100111011110101101011011100000011110010100110
discuss 10010111100101111010010010001110001110011110
dried 100110111011110110100011001000010110000100110000011010101101110000001011010110
drugs 100100010100001000111101010011101101000001010100111
drying 1001101110111101101000110010000101100001001100000110101011011100000010110101110110011
encounter 011100001110010011000001011011001011001001
enthusiasm 1001011110010111101001001000111000111001110
examined 10011011110001010
exclusive 1001010010011111101001010100010001001110001111100
excuse 10000001100
expanding 10010001011101000100100011100010100110010001110111
fled 011100100010111010111101101
folklore 1001010011101111010110101101110000001111001010010
formerly 0010001000101001110111101111011
freight 0101110100101101111001101000101001111
gathering 01110000111001001100000101101100101100101
gentleman 101100101101100101010111110
hal 0001001100111001000000100110101
hanging 010111010111000001000110100101100010100011011
happening 0001001111110
harris 1001001100111110101101111000110100011111010000110111
hated 0001000010001101010011110101010
humanity 10010001010100010011011001000110110
innocence 011101111100101011111111011
irish 1001001000000
journey 1011111110000001110000111111110111101110000100
ladies 1001011100011101011000110111010100100000
laugh 0000111001001101001001100111100010010111010
laughing 101101110111010011000010110001111101
libraries 1001010010011001100100110100111010010011100
limitations 100101110110011100000011011010010001001010010
losing 0101101000110001110000000011110110000001
maintaining 100101001001001010111000111011011101100011110000011
marks 01001101110101111011010100111000011
mechanism 0100011011011101110110010100111010100111010
meetings 10011011010000100110000001101001000001100110010
mines 01010111110000011100000101110
municipal 1001010111110001010111111101010110
newly 10100111010000101010011000100001100011001101010001010001101
offering 100101011011101000110001101111101101110
optimal 1001011001100111101110000100001010001011001011011101000001111110010110110
passion 0111001001011001
paused 011100111111110101000111000000111000101001011000
peculiar 10010000100100101101100100100
polynomial 10010110011001111011100001000010100010110010110111010000011111100101100
pot 010000101110001101110110011010111110110101111111110100111110000000
pound 1001010010011000101110111101001000111111100111101100101010001110000101101000
powder 10011011101111011010001100100001011000010011000001101010110111000000101100
prayer 1001010011111110101100110010001111100101001100110001111
prize 1011001011011001010101111111
pro 011101010010101000110110001010110010
profit 10010100100110001011101111010010001111111001111011001010100011100001011011
promptly 01011101000100100010100101110001011011110
quarters 010111010100100001001001110100100001110101
ramey 011100110010110111110100001111011010100
rendered 10010100100111111100110111101001001010100111
responses 01110011001011011111010000111101101011
roosevelt 10010100111001010110100100000001100010010110010000101101010110111110
sand 010001101101110111011001010011101010011100
santa 0101000111110011010010100001110001100011011
satisfaction 10010100100111111101100001011000000100101110001010011010100101
sensitivity 10010111011001110000001101101001000100101000
sergeant 00010000000110000010
shade 01011111110010000011001011100101011111001100011101110100
southeast 1001010011100101011010010000000110001001011001000010110101011011110
sovereignty 100101001001111111011000010110000001001011100010100110100
specified 1001011010101110010111000101111101010
stained 10011011101111011010001100100001011000010011000001101010110111000000101101011101101
surfaces 10011000011110100101101011110101010001010011010
talents 10000010011101001101010111101011
textile 100101001001111101100011101011011010111
tight 0111000110100101110100111010010110110101110111011111100000110100100
tons 10000011011000101
upstairs 010111010100100001001001110100100001111
verse 10010011010110011010101100110010101011
warmth 010111110111010000100101101101100101010100
witness 000011100100110100100110011110001001011100
worthy 100101110010010010101101000011001011101100011110001011011
wound 0101110100010010001010010111000101101110
yankees 101111101000001011100010001100101011011101001110101010110000
absolutely 10010001100111100000100001011011101000110111110100111
acquire 100101001001111110001111000110001010110010110010001000000010100
aids 100101001001100010111011110100100011111110011110110010101000111000010111
approaching 010111010001001000101001011100010110110
builders 01010110010111111110100100100110100100111011111
butter 01000011101001011011010111010010100101011000001100010110011111110000011
cady 01000010111000110111011001101011111011010111111111010011111000001
cap 10000100101100101001000
christmas 100001010011000101001010010100111
clayton 011100010011010011100011001101
clinical 1001011110111001100000011110101
combat 00010111111111000
conceived 1001010001000001001010010111001110011000111
concepts 1001000101110100010010001110001010011001000110
consisting 1010000000100000001110000100011111
customer 1001010010011000010010101011011111010100010100011000111111
dan 011100011010010111010011101001011011010111011101111110000011010011
davis 10110000001010100101111110100010110
define 100101001001100110010011010011101001001111
delaware 100101001001111110100101010001000100111000111111
delicate 0001000011010110010110010
discipline 10010100011101011111001110111101001000
distributed 100101001001100001001010101101111101010001010001100011110
dull 000100001000110101001111010100
eager 00010000100011010100111101011
enemies 011100001110010011000001011011001011000
exact 01110001101001011101001110100101101101011101110111111000001101000
festival 1001001101110110100000110001101111101111101000111001010001000101010001101101
fiber 100101001001100110010011010011101001001110100
flew 010110001111011100011110000101001111100
fred 0111000110100101110100111010010110110101110111011111100000110101
friendship 01110111110010101111111100
frozen 10011011011010010001111001001101000101001010010001000001101111
gentle 10110010110110010101011110
germans 100101001110010101101001000000011000100101100100001011010101101111111
grain 0101010001010101011110001011001111101000011110
greenwich 100101001110010101101001000000011000100101100100001011010101101110
holder 100110110110100100011110010011010001010010100100010101010010
horizon 01011000111101110001111000010100111111
hughes 1001010011111011110000010000011111110011101
imagined 01110010010110001
injury 10011100111100110110111110111111010
insist 100100011001111000001000010110111010001101111101000
jefferson 1001010011110100110100010111111100110110111101010111000010011011011011
judgments 1001001110001000000110100110010100
julia 011100101100000110111101110000100001110
k 10010110011001111011100001001
literally 01011100101
magnificent 010100011111001101001010000111000110001100
marriages 100101001111111010110011001000111110010100110011000110
marshall 01010100010101010111100010110011111010000110
minimal 1001011001100111101110000100001010001011001011011101000001111110010111
mirror 01011101010010000100100111010010000110
myra 01010001111100110100101000011100011000111
newport 101001000111110111011100101100011011000011011
observation 100110110110100100011110010011010001010010100100010000011010
occurs 101100000010101001011111101000100
operated 10010100100111110010101010010100111001011110011111
oral 10101000111100000001101000111010111010011
ours 0001001001010110010011010011
outdoor 100100000110111001100100011001001111001
passes 100101100110011110111000010000101000101100101101110100000111111001011010
permission 1011111101111111101001011100101001000110101
permits 10010100100111100001101000111110011010000
pistol 011100011010010111010011101001011011010111011101111110000011011
placing 100100010111010001001000111000101001100100010
prefer 10010010100100100011010011101101011110101010101000011001
prevented 01011101000100100010100101110001011010
prevention 1001010010011000101110111101001000111111100111101100101010001110000101100
profound 00001110010011010010011001111000100101111
publicity 10111110001011001111001011110100010000010011110111
publicly 10010100111110111100000100000111111100110
pulmonary 100110110001010111100100010000110001110000011000011010
pursuant 1001010010011111110011011110100100101010010
ranch 101000000010000000111000010001110
refer 1000011101000110000101111000101
reorganization 1001010010011111100011110001100010101100101100100010000000100
reputation 01110001101001011101001110100101101101011101110111111000001100
requirement 100101001001111111001101111010010010101000
reserved 100101101010111001011100010111110100
restrictions 10010100100110000100101010110111110101000101000110001110
roots 1010100011110000000110100011101011101001000
rushed 100011111101001110100000111
scattered 0101100011110111000111100001010011110
scholars 10010111111011011111111100111
scope 1001001010010010001101001110110101111010101010100001101
seconds 101111001001101
shayne 0101110100010010001010010111000101100
shirt 0111000110100101110100111010010110110101110111011111100000111
shoot 10000101001100010100101001010010
shopping 010000111010010110110101110100101001010110000011000101100111111100001
slept 011100100101101
suite 010111111100100000110010111001010111110011000111011100
supporting 10010100100100101011100011101101110110001111000000
surplus 1001010010011111001010101001010011100101111001110
surrounding 1001100001111010010110101111010101000101001100
suspicion 100101011111000101011111110101010
theological 10010100111110010011010011101111111111110111001111101111
upward 1011100101000011100100
utterly 1000010101100110001011110110100101
veteran 1010011101000010101001100010000110001100110101000101000111
victim 10110010001000100000101110000000101000101101010111011
voted 10110000001010100101111110100011
weekend 0111010100101010001101100010101100110000010110100000000
wherever 100100111000100000011010011001011
wings 01011101010111011011101000000000100000111
acquired 100101001001111110001111000110001010110010110010001000000011
aesthetic 10010011011101101000001100011011111011111010001110010100010001010100011010
appreciate 0000111001001101001001100111100010010110
arlene 000100110011100100000010011011
assist 1011001000100010000010111000000010100010110101011100
bath 0101111111001000001100101110010101111100110001110111011
beard 01011111110010000011001011100101011111001100011101111
bears 10010100100110001011101111010010001111111001111011001010100011100001010
billy 010110100011000111000000001111011000001
bridges 011101010010101000110110001010110011000001011010000001
card 100101101110111000010100101011
cavalry 01011010001100011100000000111101100001
cellar 01000011101001011011010111010010100101011000001100010110011111110001
cents 100101001001100010111011110100100011111110011110110010101000111000010110101
charm 101100011110000001001010000111000100111
climate 1000001001110100110101011110100
concerts 1001001101110110100000110001101111101111101000111001010001000101010001100
contest 10011011000101011110010001000011000111000001100000
controversy 010110001111011100011110000101001110
coolidge 0101111111001000001100101110010101111100110001110110
critics 10010011011101101000001100011011111011111010001110010100010001010100011011001
delightful 100100110011111010110111100011010001111101000010
desperate 01110011111111010100011100000011100010100101101
disaster 1001000000111111110000010110
disturbed 0001011111111101
eileen 0100001011100011011101100110101111101101011111111101001111100001
ekstrohm 00010100011011111000110010111
electricity 1001010010011000010010101011011111010100010100011000110
eliminate 1001010010010010101110001110110111011000111100001
emerged 1000011111011110010
entry 10010110111011100001010010100
establishing 10010100100111110110001110101101101010
exceptions 1001000111010100111011101
feeding 101010001111000000011010001110101110100101
frames 101111001111011000101010100
frightened 0100001110100101101101011101001010010101100000110001011001111111000000
gear 101001110100001010100110001000011000110011010100010100010
gyro 10011011000101011110010001000011000111000001100001100
handled 1001000110011110000010000101101110100011011111010010
hang 10110111011101001100001011000111111
helva 01110010110000011011110111000010000110
identify 100101110000000011110110000010001110001
inherent 1001011101100111000000110110100100010010101
instruction 10010110101011100101110001011111011
instruments 0101010001010101011110001011001111101000010
intelligent 100001010110011000101111011010011
invited 0101101000110001110000000011110110001
jew 000101111111110011
johnnie 000100110100101010
justify 10010000011011100110010001100100111101
kingdom 100100010100001000111101010011101101001
kohnstamm 1001101101101001000111100100111
landing 0100110111010111101101010011100000
legend 10010011001001111101011100111000101101000011111011000011
liberals 000110001111001110000
lively 10000100011000001010011101101000110101011
marginal 100101001001100001001010101101111101010001010001100010
marshal 0101110101101100011011100011000011
meals 010000111010010110110101110100101001010110000011000101100111111101
mitchell 101111111000000111000011111111011110111000011
mount 100101001111100100110100111011111111111101110011111011100
mutual 100101001111010011010001011111110011011011110101011100001001101101100
mysterious 10001111110100111010000010
outcome 10010011100010000001101001100100
overcome 100100101001001000110100111011010111101010101010000111
palfrey 10010100111101001101000101111111001101101111010101110000100110110111
patchen 100100110111011010000011000110111110111110100011100101000100010101000111
paying 10010100100111111000111100011000101011001011001000100000001011
peaceful 100001000000010010101100000000000000000111110010011
perspective 100101111001011110100100100011100011100110
phenomena 1001101110111101101000110010000101100001001100000110101011011100000010111
philosophical 100101111110110111111111001101
planes 100101100110011110111000010000101000101100101101110100000111111001011011111
pointing 101110010100001110011
preferred 0101110101001000010010011101001000010
premier 1001010011100101011010010000000110001001011001000010110101011010
promotion 1001010011110100110100010111111100110110111101010111000010011011010
quoted 0001001110100100000001011000100
recalled 10010100110011110111101100100011100110100100101000010011
register 1001011011101110000101001011
released 10010111001001001010110100001100101110110001111000101100
repeat 000100111010010000000101100011
retirement 10010010100100100011010011101101011110101010101000010
revenues 10010100100110000100101010110111110101000101000110000
sarah 0111001011000001101111011100001000010
sessions 0111000011100100110000010110110010110011
settlement 100101001110010101101001000000011000100101100100001011010101100
sixth 101111011110
snakes 1001101101000010011000000110100100000110011000
sophisticated 1001011100100100101011010000110010111011000111100010111
southerners 10000101011001100010111101101001001
staring 011100101100000110111101110000100000
stockholders 10010100100111111010010101000100010011100011110
storm 010101000101010101111000101100111110100000
stretch 101001110100001010100110001000011000110011010100010101
submarine 100100110010011111010111001110001011010000111110110000101
switches 100101101010111001011100010111111
tangent 100101100110011110111000010000101000101100101101110100000111111000
temperatures 1001101101101001000111100100110100010100101001000101010101
threatening 010000101110001101110110011010111110110101111111110100111110001
traders 10100100011111011101110010110001101100001100
treat 100101001001001010111000111011011101100011110001
trembling 0101110111100011010010
unhappy 01110010010111
urethane 10011100111100110110111110111110
variables 1001010010011010111111100100011010111010011110010100110
velocity 10011011011010010001111001001101000101001010010001010101000
wars 100101001110000001001100010011110
widow 10111100011101
zen 1001010011111001001101001110111111111111011100111110110
abandoned 10111111000100000011100111110
aboard 1010011101000010101001100010000110001100110101000100
accused 0001000010001101010011110100
adult 100101110010010010101101000011001011101100011110001010
al 100101001111100100110100111011111111111101110011111010
alec 0101111010111010001010101101110111001110
allowances 1001010010010101110000011110001010111000010011111
amateur 01110101001010100011011000101011001100000101101000001
applications 1001010110111010001100011011111011010
approaches 10010011001111101011011110001101000111110100000
attached 100110000111101001011010111101010100010100111
attacked 10010100010000010010100101110011100110000
attracted 100101100101000101
barton 0111001111111101010001110000001110001010010111
bearing 10110110110111100110100011000010011010010101001001
blanche 01110010001011101011110111
breaking 101111110001000000111001111110
cancer 10010001000001010010010110011010001011000011111
carolina 10010100111001010110100100000001100010010110010000101101010111
chin 10100000001000000011100001000111101
cigarette 010111010100100001001001110100100000
cocktail 01000011101001011011010111010010100101011000001100010110011111111
component 1001011001100111101110000100001010001011001011011101000001111110011
composition 1001001100111110101101111000110100011111010001
conductor 100100110111011010000011000110111110111110100011100101000100010101000110111
conferences 100101001001111100101010100101001110010111100110
constitutional 1001011110010111101001001000111000111000
contacts 10010100111111101011001100100011111001010011001100010
continually 10010001101010001000011
continuity 10010111001001001010110100001100101110110001111000100
corporations 1001010010011111100011110001100010101100101100100010000000101010111
correspondence 10010110011001111011100001000010100010110010110111010000011111101
coverage 1001010010011001100100110100111010010010
critic 10010011010110011010101100110010100
dealer 11101000001001001101
delayed 101100001101111110011011100001011
demonstration 1010010001111101110111001011000110110000111
departments 01101111101010110011101100111001111011011
destructive 1001010010010010101110001110110111011000111100000101
devil 10010001100111100000100001011011101000110111110101
dilemma 100101001001111000011010001111100110101
disk 100110110110100100011110010011010001010010100100010101011
eugene 01000010111000110111011001101011111011010111111111010011111001
evidently 100001110100011000010111100011
exhibit 1001101100010101111001000100001100011100000110001
exploration 1001001100100111110101110011100010110100001111101100000
exposure 1010100011110000000110100011101011101000
faint 01011111011101000010010110110110010101011
fist 0101001011010000111000011111
flexible 1001110011110011011011111011110
fog 000100000001100001
fortune 10000000101101001101100011101111000
generous 100100011101010011101111
glanced 01011110101110100010101011011101110010
grateful 10010001110101001110110
harm 00010011101001000000010110000
hired 101101101101111001101000110000100110100101010011
honey 0100001110100101101101011101001010010101100000110001011001111111001
houston 10111110100000101110001000110010101101110100111010101010
impressions 1001011100100100101011010000110010111011000111100011
input 100110110001010111100100010000110001110000011001
inspired 1001000101000010001111010100111011010001
intervals 10111010010111
jensen 1001010011101011101011000000111111101101001111100
jersey 1011111000101100111100101111010001000001001111010
lands 10010100100101011100000111100010101110000100111101
lonely 000100001101011001011000
magazines 100100110101100110101011001100101011
magnetic 1001011010101110010111000101111100
mothers 0111001011000001101111011100001000011111101101111
nato 1001010011100101011010010000000110001001011001000010110101010
nick 01110001001101001110001100111
nixon 100101001110010101101001000000011000100101100100001011010100
noon 010111010101110110111010000000001000000
northwest 101001000111110111011100101100011011000010
observe 1001011001100111101110000100001010001011001011011101000001111111
operational 100101110110011100000011011010010001001011
owen 10011000011110100101101011110101010001010010
pack 1000010010110010100101
painful 0111001000101110101111010
parade 01000000110011101000011101100000111000011000
partially 100101110010010010101101000011001011101100011110000
patrol 010111010001001000101001011100010111
penny 100101111110110111111111000
pile 0101011111000001110000010110
pittsburgh 1011111010000010111000100011001010110111010011101010100
pond 10010100100110011001001101001110100100110
pressing 111010000010010010
probable 01100011001000110100101111100000
proceeded 10100000001000000011100001000110
productive 1001010010011111001010101001010011100101111000
prospect 1000000010110100110110001110111101
pulling 01011101011100000100011010010110001010001100
pupils 100101011011101000110001101111101100
racial 10010111100101111010010010001110001111
rational 1001010001000001001010010111001110011001
reaches 100110110100001001100000011010010000011001101
recommend 100100000011111111000001010
reflect 100101111011100110000001111011
regiment 010110100011000111000000001111011001
responsibilities 10010100100111111101100001011000000100101110001010011011
ritual 10010001011101000100100011100010100110010000
roughly 100100000110111001100100011001001110
saddle 0111000110100101110100111010010110110101110111011111100001
sba 100101001001111100101010100101001110010111101
shelters 01010110010111111110100100100110100100111010
stadium 1000010001100000101001110110100011010100
star 1001011111101101111111110010
structural 1001000001101110011001000110010011111
subtle 100100110011111010110111100011010001111101001
succession 1001011100011101011000110111010100101
suits 010111111100100000110010111001010111110011000111010
terror 10110110011100000101000101011111111010001111010
tilghman 01011010001100011100000000111101101
tim 011100011010010111010011101001011011010111011101111110001
torn 00010000110101100101101
trading 1001000010010010110110010011
transformed 100101100110011110111000010000101000101100101101110100000111110
trustees 10010101101110100011000110111110110110
vague 011101111100101011111110
vein 10011011000101011110010001000011000111000001101
viewed 0101111101110100001001011011011001010100
vivid 1011011001110000010100010101111111101000111100
wally 0111001100101101111101000011110110100
ward 101111111110010000
wildly 0101101000110001110000000011110111
woods 1001000110011110000010000101101110100011011111011
yeah 1000010100110001010010100101000
yours 01110111110010101111110
absorbed 1001101101101001000111100100110100010100101001000100000111
academy 1001010010011111110110000101100000010010111000101001100
access 100101001001010111000001111000101011100001001110
accomplish 100100110010011111010111001110001011010000111110110001
accurately 1001101100010101111001000100001100011100000111
actor 10010010001
advisory 1001010011101011101011000000111111101101001110
aimed 1011101001010
angels 101101100111000001010001010111111110100011110111
announcement 1011000000101010010111111010000
arrive 0111010100101010001101100010101100110000010110100001
assembled 1000011010010001011100010
astronomy 1001100001111010010110101111010101000101000
automobiles 10010100100101011100000111100010101110000100110
backed 010001101101110111011001010011101010011101100
barrel 10010100111010111010110000001111111011010011110
bend 100001010011000101001010010101
biggest 100101001110101110101100000011111110110100110
bore 10110001111000000100101000011100010010
brave 100101000100000100101001011100111001101
broadway 101111100010110011110010111101000100000100111101101
bull 10010001000001010010010110011011
categories 0101110101011101101110100000000010000010
chances 0101010001010101011110001011001111101001
charming 1000111111010011101000000
cheap 010100101101000011100001110
cited 1001010010011111100011110001100010101100101100100010000001
civilian 100101001110111101011010110111000000111100101000
clubs 10111110001011001111001011110100010000010011110110011111
cm 100110110110100100011110010011010001010011
coach 101111101000001011100010001100101011011101001110101010111
consisted 100110111011110110100011001000010110000100110000011010101101110000001010
contracts 10010100100111111000111100011000101011001011001000100000000
criminal 011011111010101100111011001110010
cycle 10010000011011100110010001100100110
declaration 10010100111101001101000101111111001101101111010101110000100110111
democracy 1001010011001111011110110010001110011010010010100001000
depression 10010100011101011111001110111100
desires 10010011001001111101011100111000101101000011111011001
detergent 100101001100111101111011001000111001101001001010000100100
diffusion 100101001001111111011000010110000001001011100010100111
draft 010101111100000111000001010
drivers 0101110100010010001010010111000101101111100101011
employee 1001010010011111101001010100010001001110001110
entering 01010111110000011100000100
enthusiastic 10010011011101101000001100011011111011111010001110010100010001010100010
estimates 1001001110001000000110100110011
exclusively 1001011001100111101110000100001010001011001011011101000001110
explicit 10010111000000001111011000001000111001
export 100101001001111111001100
expressing 1001000100000101001001011001101000101100001110
factories 100001000000010010101100000000000000000111110011
firing 01000101101010010001000111110011011110010110100100
ford 01110000111001001100000101101100101101
forgive 10000110010101101101110000000011001000
functional 011101010010101000110110001010110011000001011010001
heating 100101001001100110010011010011101001000
honored 01110101001010100011011000101011001100000101101000000010
insure 10010100100111111100110111101001001010101
interpreted 10010101111100010101111111010100
jump 010111110111010000100101101101100101011
leather 011100011010010111010011101001011011010111011101111110000010
lock 100101111001011110100100100011100011101
managers 10010100100111110010101010010100111001011110010
manufacturing 1010011101000010101001100010000110001100110101001
mason 100110110001010111100100010000110001110000010
masters 01110101001010100011011000101011001100000101101000000011010
mathematical 100101001001101011111110010001101011101001111001010010
meaningful 100110110110100100011110010011010001010010100100010000010
mexican 101001110100001010100110001000011000110011010101
moore 0111000110100101110100111010010110110101110111011111101
motel 01010100010101010111100010110011111010001
narrative 10111011111110
nearest 1011000111100000010010100001110001000
